Scrapped URL,Collection Name,Item Count,Owner Count,Floor Price,Volume Traded,Collection Description,Website URL,Discord URL,Twitter URL,Instagram URL
https://opensea.io/collection/blockprimes,BlockPrimes,106,76,0.03,19.6,,,,,
https://opensea.io/collection/fmmtoys,FMMTOYS,14,190,0.075,12.8,Future Mixed Media is a collection of crypto toys made by ZafGod & his friends.,,,,
https://opensea.io/collection/fingerpaintings,finger paintings of yore 2,13,11,0.3,1.5,,,,,
https://opensea.io/collection/sins-finance,"[DISCONTINUED - MIGRATED TO AVAX, DO NOT TRADE] Sins Finance Nodes",1.7K,721,0.03,365,"Sin Nodes are the instrument in rewarding investors with one of the best ROIs in the space. There are 5 tiers: Human, Giant, Fairy, Goddess, and Demon. Human being the lowest, and Demon the highest. The higher the tier, the greater your reward! Mint yours now and become a Sinner!",,,,
https://opensea.io/collection/tardx,TARDX Fight Club,475,78,0.5,0.04,,,,,
https://opensea.io/collection/wrappedpenguins,Wrapped Penguins,568,91,3,89.7,,,,,
https://opensea.io/collection/mechnuggets-x-kinkyskullx,MechNuggets x KinkySkullx,8,33,0.99,14.9,,,,,
https://opensea.io/collection/klayrock,KLAYRock,181,120,2950,619.0K,,,,,
https://opensea.io/collection/eulerbeats-futura,EulerBeats Futura,5.4K,556,0.049,21.8,Futura is a novel generative music & 3D art project with stunning visuals based on a Möbius strip. The collection's NFTs can be remixed to generate and mint new mixes on EulerBeats.com.,,,,
https://opensea.io/collection/max-osiris-1,Max Osiris Legacy,180,71,1.22,84.5,,,,,
https://opensea.io/collection/jud,Jud,1,1,---,0.00,Collection About Jud,,,,
https://opensea.io/collection/diego,Diego,16,64,1,13.9,,,,,
https://opensea.io/collection/cyberpunk,Cyberpunk,661,325,0.058,99.5,Created by Yagatoshi. A collection of rare artwork based on cyberpunk themes. Only limited copies will exist.,,,,
https://opensea.io/collection/simple-things-in-neural-style,Simple Things in Neural Style,260,591,0.003,4.4,,,,,
https://opensea.io/collection/eyes-v2,Eyes V2,17,2,---,0.10,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/nightfantasy,Night Fantasy,3,1,---,0.45,None,,,,
https://opensea.io/collection/electrifyingopera,iDBY Collection,4,1,---,0.00,,,,,
https://opensea.io/collection/artvalue,Art Value,37,4,---,0.17,,,,,
https://opensea.io/collection/geometric-gems,Geometric Gems,17,31,0.1,16.5,,,,,
https://opensea.io/collection/extradimensionalbeings,Extra Dimensional Beings,100,111,0.09,29.7,,,,,
https://opensea.io/collection/nftclub-v2,NFTCLUB V2,122.3K,434,0.002,4.5,,,,,
https://opensea.io/collection/genesis-gradients-by-beaming,Genesis Gradients by Beaming,222,180,0.1,58.0,This limited 222 piece NFT experiment between artist and collector will be the base of a unique 3D collaboration and serve as a whitelist key for all future collections. Dose yourself with art; it has a profound ability to calm body & mind.,,,,
https://opensea.io/collection/mutant-gorillas-,Mutant-Gorillas,8.9K,1.4K,0.01,392,9000 gorillas mutated by a disease on the Ethereum blockchain. Each Mutant Gorilla allows staking to produce serum that can be used to cure the Mutant Cats.,,,,
https://opensea.io/collection/mint-gold-dust,Mint Gold Dust,143,102,---,0.00,"Mint Gold Dust is a peer to peer platform built on Ethereum; the Bauhaus of web3. An ecosystem for artists, collectors, and collaborators from multiple industries that is transforming how people interact with the digital world.",,,,
https://opensea.io/collection/strauss-editions,Ben Strauss Editions,1,87,0.09,5.2,"Ben Strauss is a Landscape Photographer/Digital Artist based out of Colorado. His unique, hyper-realistic processing style comes from the desire to convey experiences of the 3D world thru a 2D format.",,,,
https://opensea.io/collection/visithra-collection,Visithra Collection,0,0,---,0.00,,,,,
https://opensea.io/collection/bauhausblocks,Bauhaus Blocks,8.2K,2.1K,0.006,37.5,,,,,
https://opensea.io/collection/degenerative-art-official,DEGENERATIVE ART by JAKE,27,21,2.3,31.3,,,,,
https://opensea.io/collection/kongdotgameold,Kong Game - OLD,851,324,0.004,24.9,,,,,
https://opensea.io/collection/crypto-tatz,CRYPTO TATZ,25,41,0.1,1.3,,,,,
https://opensea.io/collection/lucclop,lucclop,4,4,---,0.07,"digital artist mixing with 3D models, digital painting and photographs",,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/vicsm-s-beyond-reality-collection,VicSM's Beyond Reality Collection,6,2,---,0.05,"There is always something bigger, a more powerful force beyond the understanding allowed by our reality. In this collection, VicSM dives into the unknown with his eerie sci-fi take on power.",,,,
https://opensea.io/collection/butterflies-with-bbq-sauce,Butterflies with BBQ Sauce,29,13,0.015,0.36,,,,,
https://opensea.io/collection/fantasy-adventure,Fantasy Adventure,2,2,---,0.10,one of a kind cinemagraphs,,,,
https://opensea.io/collection/vermontography,Vermontography,12,4,---,0.35,AI rendered digital artwork created by a Vermont artist. This collection has a total of 12 pieces.,,,,
https://opensea.io/collection/dehorizonfun,DeHorizon,12.0K,2.3K,0.001,418,DeHorizon---Cutting a new decentralized horizon,,,,
https://opensea.io/collection/3d-masks,3D Masks,46,25,0.99,65.7,,,,,
https://opensea.io/collection/spacepepes,SpacePepes,100,56,9,163,11 SpacePepe's from the planet Serpo are on a Space Expedition from the star system Zeta Reticuli. They have made contact with Earth through Lieutenant Pepe to a group of anon artists and developers and have requested to be minted into NFTs and distributed to the public for awareness that extraterrestrial contact has been established. They have foretold of another 88 of their brothers and sisters that are on their way to Earth and 1 special surprise! 🌎,,,,
https://opensea.io/collection/cryptoraidersmusic,Crypto Raiders Music,15,9,14.89,35.1,,,,,
https://opensea.io/collection/marianamartinsart,The World of Mariana Martins,19,40,0.08,4.4,"Welcome to the world of Mariana's art. Here you will find ghouls, ghosts and fun animations",,,,
https://opensea.io/collection/airmailbyvinniehager,Air Mail by Vinnie Hager,4,742,0.05,31.1,,,,,
https://opensea.io/collection/ragingrhinos,RagingRhinos,5.0K,1.6K,0.005,85.6,"Raging Rhinos are a collection of 5,000 unique NFTs— unique digital collectibles living on the Ethereum blockchain. Your Raging Rhino acts as an essential part of interacting within our community through Discord and future games, airdrops, and other perks. Future areas and perks will be released over time.",,,,
https://opensea.io/collection/pxmythics-tomb,pxMythics TOMB,600,504,---,71.8,,,,,
https://opensea.io/collection/admixsomnium,Admix x Somnium Space billboards,15,5,---,125,"A new revenue stream for creators. Buy a billboard, place it on your land and profit from the advertising revenue.",,,,
https://opensea.io/collection/fashionableape,Fashionable Apes,4,230,0.05,209,,,,,
https://opensea.io/collection/orcz-official,ORCZ!,8.8K,2.9K,< 0.001,97.6,ORCZ is a collection of 8800 unique NFTs living on the Ethereum blockchain. Owners will be able to battle each other to win ETH from secondary sale royalties!,,,,
https://opensea.io/collection/closedcollection1,Older closed collection,3,3,---,0.20,This collection is closed,,,,
https://opensea.io/collection/chubbiverse-frens,Chubbiverse Frens,8.9K,2.5K,0.05,1.3K,,,,,
https://opensea.io/collection/dave-krugman,Dave Krugman,68,17,---,0.00,,,,,
https://opensea.io/collection/sinclair,Sinclair,121,11,0.35,0.00,,,,,
https://opensea.io/collection/star-cards,Star Cards,808,86,0.05,16.7,,,,,
https://opensea.io/collection/natural-warp-at-opensea,Natural Warp / OS,9,3,1,1.8,Psychedelic / Visionary - 2D/3D - 360° - AR/VR - #Cryptoartist,,,,
https://opensea.io/collection/kennyscharf,KennyScharf,190,35,0.99,0.00,"Kenny Scharf is one of the most renowned artists in the world. Arising from the blossoming street art scene in New York City in the 1980s, Kenny worked alongside artists such as Keith Haring, Jean-Michel Basquiat, and more.",,,,
https://opensea.io/collection/my-name-is-tiki,My name is Tiki,29,21,0.1,1.3,"Tikis are a series of one off collectibles from the Def_Ink studio. Stupid, scary, scrumptious, you name it they've got it. All are uniquely unique. #NFTiki",,,,
https://opensea.io/collection/nfthussle,Nft Hussle - Kristoffer Kullengren Krs,11,7,---,1.8,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/devon-rex-cats,Cats and Kittens Collections,13,2,---,0.05,This cats is a most famous cats in the world. The name of this breed is Devon Rex.,,,,
https://opensea.io/collection/ebabes,EBABES,55,36,0.4,11.5,,,,,
https://opensea.io/collection/buddhasbuds,Buddha's Buds,86,54,0.45,29.4,Join the little Buddha and his group of Buds as they travel through space and time exploring the most profound mysteries of our universe.,,,,
https://opensea.io/collection/blockprimes,BlockPrimes,106,76,0.03,19.6,,,,,
https://opensea.io/collection/fmmtoys,FMMTOYS,14,190,0.075,12.8,Future Mixed Media is a collection of crypto toys made by ZafGod & his friends.,,,,
https://opensea.io/collection/fingerpaintings,finger paintings of yore 2,13,11,0.3,1.5,,,,,
https://opensea.io/collection/sins-finance,"[DISCONTINUED - MIGRATED TO AVAX, DO NOT TRADE] Sins Finance Nodes",1.7K,721,0.03,365,"Sin Nodes are the instrument in rewarding investors with one of the best ROIs in the space. There are 5 tiers: Human, Giant, Fairy, Goddess, and Demon. Human being the lowest, and Demon the highest. The higher the tier, the greater your reward! Mint yours now and become a Sinner!",,,,
https://opensea.io/collection/tardx,TARDX Fight Club,475,78,0.5,0.04,,,,,
https://opensea.io/collection/wrappedpenguins,Wrapped Penguins,568,91,3,89.7,,,,,
https://opensea.io/collection/mechnuggets-x-kinkyskullx,MechNuggets x KinkySkullx,8,33,0.99,14.9,,,,,
https://opensea.io/collection/klayrock,KLAYRock,181,120,2950,619.0K,,,,,
https://opensea.io/collection/eulerbeats-futura,EulerBeats Futura,5.4K,556,0.049,21.8,Futura is a novel generative music & 3D art project with stunning visuals based on a Möbius strip. The collection's NFTs can be remixed to generate and mint new mixes on EulerBeats.com.,,,,
https://opensea.io/collection/max-osiris-1,Max Osiris Legacy,180,71,1.22,84.5,,,,,
https://opensea.io/collection/jud,Jud,1,1,---,0.00,Collection About Jud,,,,
https://opensea.io/collection/diego,Diego,16,64,1,13.9,,,,,
https://opensea.io/collection/cyberpunk,Cyberpunk,661,325,0.058,99.5,Created by Yagatoshi. A collection of rare artwork based on cyberpunk themes. Only limited copies will exist.,,,,
https://opensea.io/collection/simple-things-in-neural-style,Simple Things in Neural Style,260,591,0.003,4.4,,,,,
https://opensea.io/collection/eyes-v2,Eyes V2,17,2,---,0.10,,,,,
,This page is lost.,,,,,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/lightning-bugs,Lightning Bugs,18,4,---,0.06,,,,,
https://opensea.io/collection/gazellio-spatial-exhibition,Gazell.io Spatial Exhibition Takeover,23,14,1,7.0,,,,,
https://opensea.io/collection/bitpix-trading-cards,BitPix Crypto Tokens,29,17,3.9,12.3,,,,,
https://opensea.io/collection/bloom,BLOOM // abstract art by alex maceda,16,37,0.25,4.3,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/zoogangnft,Zoo Gang NFT,2.5K,535,0.01,14.8,"Zoo Gang have arrived. 2,500 generative keepers hunting down the best Alpha pieces for our Zoo. Each Zoo Gang grants access to the exclusive DAO community and voting rights over the DAOs assets.",,,,
https://opensea.io/collection/cryptopigs,CryptoPigsNFT,8.0K,358,0.025,20.0,Collection of 8000 most cute pigs that you have seen,,,,
https://opensea.io/collection/joe-shmoes-not-so-average-club,Joe Shmoes Not-So-Average Club,1.1K,485,6.5,2.6K,"The Not-So-Average Club is all about solving the problems that NFT Projects and DAOs face today. By being a part of the Joe Shmoes’ Not-So-Average-Club, you will be a part of an educational community where individuals can learn about becoming more financially responsible and can participate in the experiment of an evolved DAO structure outlined in their 45-page Constitution.",,,,
https://opensea.io/collection/fiatworks-3000,FiatWorks 3000,2.6K,2.5K,0.18,359,,,,,
https://opensea.io/collection/nightfantasy,Night Fantasy,3,1,---,0.45,None,,,,
https://opensea.io/collection/electrifyingopera,iDBY Collection,4,1,---,0.00,,,,,
https://opensea.io/collection/artvalue,Art Value,37,4,---,0.17,,,,,
https://opensea.io/collection/geometric-gems,Geometric Gems,17,31,0.1,16.5,,,,,
https://opensea.io/collection/extradimensionalbeings,Extra Dimensional Beings,100,111,0.09,29.7,,,,,
https://opensea.io/collection/nftclub-v2,NFTCLUB V2,122.3K,434,0.002,4.5,,,,,
https://opensea.io/collection/genesis-gradients-by-beaming,Genesis Gradients by Beaming,222,180,0.1,58.0,This limited 222 piece NFT experiment between artist and collector will be the base of a unique 3D collaboration and serve as a whitelist key for all future collections. Dose yourself with art; it has a profound ability to calm body & mind.,,,,
https://opensea.io/collection/mutant-gorillas-,Mutant-Gorillas,8.9K,1.4K,0.01,392,9000 gorillas mutated by a disease on the Ethereum blockchain. Each Mutant Gorilla allows staking to produce serum that can be used to cure the Mutant Cats.,,,,
https://opensea.io/collection/mint-gold-dust,Mint Gold Dust,143,102,---,0.00,"Mint Gold Dust is a peer to peer platform built on Ethereum; the Bauhaus of web3. An ecosystem for artists, collectors, and collaborators from multiple industries that is transforming how people interact with the digital world.",,,,
https://opensea.io/collection/strauss-editions,Ben Strauss Editions,1,87,0.09,5.2,"Ben Strauss is a Landscape Photographer/Digital Artist based out of Colorado. His unique, hyper-realistic processing style comes from the desire to convey experiences of the 3D world thru a 2D format.",,,,
https://opensea.io/collection/visithra-collection,Visithra Collection,0,0,---,0.00,,,,,
https://opensea.io/collection/bauhausblocks,Bauhaus Blocks,8.2K,2.1K,0.006,37.5,,,,,
https://opensea.io/collection/degenerative-art-official,DEGENERATIVE ART by JAKE,27,21,2.3,31.3,,,,,
https://opensea.io/collection/kongdotgameold,Kong Game - OLD,851,324,0.004,24.9,,,,,
https://opensea.io/collection/crypto-tatz,CRYPTO TATZ,25,41,0.1,1.3,,,,,
https://opensea.io/collection/lucclop,lucclop,4,4,---,0.07,"digital artist mixing with 3D models, digital painting and photographs",,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/vicsm-s-beyond-reality-collection,VicSM's Beyond Reality Collection,6,2,---,0.05,"There is always something bigger, a more powerful force beyond the understanding allowed by our reality. In this collection, VicSM dives into the unknown with his eerie sci-fi take on power.",,,,
https://opensea.io/collection/butterflies-with-bbq-sauce,Butterflies with BBQ Sauce,29,13,0.015,0.36,,,,,
https://opensea.io/collection/fantasy-adventure,Fantasy Adventure,2,2,---,0.10,one of a kind cinemagraphs,,,,
https://opensea.io/collection/vermontography,Vermontography,12,4,---,0.35,AI rendered digital artwork created by a Vermont artist. This collection has a total of 12 pieces.,,,,
https://opensea.io/collection/dehorizonfun,DeHorizon,12.0K,2.3K,0.001,418,DeHorizon---Cutting a new decentralized horizon,,,,
https://opensea.io/collection/3d-masks,3D Masks,46,25,0.99,65.7,,,,,
https://opensea.io/collection/spacepepes,SpacePepes,100,56,9,163,11 SpacePepe's from the planet Serpo are on a Space Expedition from the star system Zeta Reticuli. They have made contact with Earth through Lieutenant Pepe to a group of anon artists and developers and have requested to be minted into NFTs and distributed to the public for awareness that extraterrestrial contact has been established. They have foretold of another 88 of their brothers and sisters that are on their way to Earth and 1 special surprise! 🌎,,,,
https://opensea.io/collection/cryptoraidersmusic,Crypto Raiders Music,15,9,14.89,35.1,,,,,
https://opensea.io/collection/marianamartinsart,The World of Mariana Martins,19,40,0.08,4.4,"Welcome to the world of Mariana's art. Here you will find ghouls, ghosts and fun animations",,,,
https://opensea.io/collection/airmailbyvinniehager,Air Mail by Vinnie Hager,4,742,0.05,31.1,,,,,
https://opensea.io/collection/ragingrhinos,RagingRhinos,5.0K,1.6K,0.005,85.6,"Raging Rhinos are a collection of 5,000 unique NFTs— unique digital collectibles living on the Ethereum blockchain. Your Raging Rhino acts as an essential part of interacting within our community through Discord and future games, airdrops, and other perks. Future areas and perks will be released over time.",,,,
https://opensea.io/collection/pxmythics-tomb,pxMythics TOMB,600,504,---,71.8,,,,,
https://opensea.io/collection/admixsomnium,Admix x Somnium Space billboards,15,5,---,125,"A new revenue stream for creators. Buy a billboard, place it on your land and profit from the advertising revenue.",,,,
https://opensea.io/collection/fashionableape,Fashionable Apes,4,230,0.05,209,,,,,
https://opensea.io/collection/orcz-official,ORCZ!,8.8K,2.9K,< 0.001,97.6,ORCZ is a collection of 8800 unique NFTs living on the Ethereum blockchain. Owners will be able to battle each other to win ETH from secondary sale royalties!,,,,
https://opensea.io/collection/closedcollection1,Older closed collection,3,3,---,0.20,This collection is closed,,,,
https://opensea.io/collection/chubbiverse-frens,Chubbiverse Frens,8.9K,2.5K,0.05,1.3K,,,,,
https://opensea.io/collection/dave-krugman,Dave Krugman,68,17,---,0.00,,,,,
https://opensea.io/collection/sinclair,Sinclair,121,11,0.35,0.00,,,,,
https://opensea.io/collection/star-cards,Star Cards,808,86,0.05,16.7,,,,,
https://opensea.io/collection/natural-warp-at-opensea,Natural Warp / OS,9,3,1,1.8,Psychedelic / Visionary - 2D/3D - 360° - AR/VR - #Cryptoartist,,,,
https://opensea.io/collection/kennyscharf,KennyScharf,190,35,0.99,0.00,"Kenny Scharf is one of the most renowned artists in the world. Arising from the blossoming street art scene in New York City in the 1980s, Kenny worked alongside artists such as Keith Haring, Jean-Michel Basquiat, and more.",,,,
https://opensea.io/collection/my-name-is-tiki,My name is Tiki,29,21,0.1,1.3,"Tikis are a series of one off collectibles from the Def_Ink studio. Stupid, scary, scrumptious, you name it they've got it. All are uniquely unique. #NFTiki",,,,
https://opensea.io/collection/nfthussle,Nft Hussle - Kristoffer Kullengren Krs,11,7,---,1.8,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/devon-rex-cats,Cats and Kittens Collections,13,2,---,0.05,This cats is a most famous cats in the world. The name of this breed is Devon Rex.,,,,
https://opensea.io/collection/ebabes,EBABES,55,36,0.4,11.5,,,,,
https://opensea.io/collection/buddhasbuds,Buddha's Buds,86,54,0.45,29.4,Join the little Buddha and his group of Buds as they travel through space and time exploring the most profound mysteries of our universe.,,,,
https://opensea.io/collection/blockprimes,BlockPrimes,106,76,0.03,19.6,,,,,
https://opensea.io/collection/fmmtoys,FMMTOYS,14,190,0.075,12.8,Future Mixed Media is a collection of crypto toys made by ZafGod & his friends.,,,,
https://opensea.io/collection/fingerpaintings,finger paintings of yore 2,13,11,0.3,1.5,,,,,
https://opensea.io/collection/sins-finance,"[DISCONTINUED - MIGRATED TO AVAX, DO NOT TRADE] Sins Finance Nodes",1.7K,721,0.03,365,"Sin Nodes are the instrument in rewarding investors with one of the best ROIs in the space. There are 5 tiers: Human, Giant, Fairy, Goddess, and Demon. Human being the lowest, and Demon the highest. The higher the tier, the greater your reward! Mint yours now and become a Sinner!",,,,
https://opensea.io/collection/tardx,TARDX Fight Club,475,78,0.5,0.04,,,,,
https://opensea.io/collection/wrappedpenguins,Wrapped Penguins,568,91,3,89.7,,,,,
https://opensea.io/collection/mechnuggets-x-kinkyskullx,MechNuggets x KinkySkullx,8,33,0.99,14.9,,,,,
https://opensea.io/collection/klayrock,KLAYRock,181,120,2950,619.0K,,,,,
https://opensea.io/collection/eulerbeats-futura,EulerBeats Futura,5.4K,556,0.049,21.8,Futura is a novel generative music & 3D art project with stunning visuals based on a Möbius strip. The collection's NFTs can be remixed to generate and mint new mixes on EulerBeats.com.,,,,
https://opensea.io/collection/max-osiris-1,Max Osiris Legacy,180,71,1.22,84.5,,,,,
https://opensea.io/collection/jud,Jud,1,1,---,0.00,Collection About Jud,,,,
https://opensea.io/collection/diego,Diego,16,64,1,13.9,,,,,
https://opensea.io/collection/cyberpunk,Cyberpunk,661,325,0.058,99.5,Created by Yagatoshi. A collection of rare artwork based on cyberpunk themes. Only limited copies will exist.,,,,
https://opensea.io/collection/simple-things-in-neural-style,Simple Things in Neural Style,260,591,0.003,4.4,,,,,
https://opensea.io/collection/eyes-v2,Eyes V2,17,2,---,0.10,,,,,
,This page is lost.,,,,,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/lightning-bugs,Lightning Bugs,18,4,---,0.06,,,,,
https://opensea.io/collection/gazellio-spatial-exhibition,Gazell.io Spatial Exhibition Takeover,23,14,1,7.0,,,,,
https://opensea.io/collection/bitpix-trading-cards,BitPix Crypto Tokens,29,17,3.9,12.3,,,,,
https://opensea.io/collection/bloom,BLOOM // abstract art by alex maceda,16,37,0.25,4.3,,,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/zoogangnft,Zoo Gang NFT,2.5K,535,0.01,14.8,"Zoo Gang have arrived. 2,500 generative keepers hunting down the best Alpha pieces for our Zoo. Each Zoo Gang grants access to the exclusive DAO community and voting rights over the DAOs assets.",,,,
https://opensea.io/collection/cryptopigs,CryptoPigsNFT,8.0K,358,0.025,20.0,Collection of 8000 most cute pigs that you have seen,,,,
https://opensea.io/collection/joe-shmoes-not-so-average-club,Joe Shmoes Not-So-Average Club,1.1K,485,6.5,2.6K,"The Not-So-Average Club is all about solving the problems that NFT Projects and DAOs face today. By being a part of the Joe Shmoes’ Not-So-Average-Club, you will be a part of an educational community where individuals can learn about becoming more financially responsible and can participate in the experiment of an evolved DAO structure outlined in their 45-page Constitution.",,,,
https://opensea.io/collection/fiatworks-3000,FiatWorks 3000,2.6K,2.5K,0.18,359,,,,,
https://opensea.io/collection/aicandy,AiCandy,273,106,0.035,1.9,,,,,
https://opensea.io/collection/ades-press,Ade's Crypto Press (1),131,17,0.01,0.00,,,,,
https://opensea.io/collection/revv-motorsport,REVV Motorsport,85,947,0.03,101,,,,,
https://opensea.io/collection/cryptopom,cryptoPOM,34,34,1.2,10.7,,,,,
https://opensea.io/collection/quantum-variant-phase-1,Quantum Variant - Phase 1,29,27,0.1,3.8,These are a series of digital art experiments I worked on to challenge & inspire myself to keep the creative juices flowing.,,,,
https://opensea.io/collection/flore,Flore,808,86,0.084,2.6,"Christopher Florentino, known professionally as Flore, is an international American Contemporary Fine artist born in Brooklyn, New York. Flore embodies 'the spirit of Keith Haring' and is closely influenced by artists such as Jean Michel Basquiat and George Condo. His work ranges from contemporary art pieces to mid-century modern inspired interior design.",,,,
https://opensea.io/collection/adept-camp,Adept Camp,29,1,---,0.00,,,,,
https://opensea.io/collection/sininggangx,Sining Gang Exclusives,18,1,0.1,0.00,"Sining Gang is Deeper Manila's alternative platform for music, art, and other random ideas. Sining Gang Exclusives is our place for unique, 1 of 1 ERC721 releases. Purchasing supports the label in creating more music and art.",,,,
https://opensea.io/collection/mintable-governance-nft,Mintable Governance NFT,236,236,---,0.20,,,,,
https://opensea.io/collection/blake-kathryn,Blake Kathryn,628,70,0.4,5.2,"Blake Kathryn is a Los Angeles based visual artist. Her work balances between concept and commercial realms spanning across various industries including music, fashion and tech. Blake's work is recognized for its vibrant palettes and ethereal undertones with a surreal futurist aesthetic.",,,,
https://opensea.io/collection/nightfantasy,Night Fantasy,3,1,---,0.45,None,,,,
https://opensea.io/collection/electrifyingopera,iDBY Collection,4,1,---,0.00,,,,,
https://opensea.io/collection/artvalue,Art Value,37,4,---,0.17,,,,,
https://opensea.io/collection/geometric-gems,Geometric Gems,17,31,0.1,16.5,,,,,
https://opensea.io/collection/extradimensionalbeings,Extra Dimensional Beings,100,111,0.09,29.7,,,,,
https://opensea.io/collection/nftclub-v2,NFTCLUB V2,122.3K,434,0.002,4.5,,,,,
https://opensea.io/collection/genesis-gradients-by-beaming,Genesis Gradients by Beaming,222,180,0.1,58.0,This limited 222 piece NFT experiment between artist and collector will be the base of a unique 3D collaboration and serve as a whitelist key for all future collections. Dose yourself with art; it has a profound ability to calm body & mind.,,,,
https://opensea.io/collection/mutant-gorillas-,Mutant-Gorillas,8.9K,1.4K,0.01,392,9000 gorillas mutated by a disease on the Ethereum blockchain. Each Mutant Gorilla allows staking to produce serum that can be used to cure the Mutant Cats.,,,,
https://opensea.io/collection/mint-gold-dust,Mint Gold Dust,143,102,---,0.00,"Mint Gold Dust is a peer to peer platform built on Ethereum; the Bauhaus of web3. An ecosystem for artists, collectors, and collaborators from multiple industries that is transforming how people interact with the digital world.",,,,
https://opensea.io/collection/strauss-editions,Ben Strauss Editions,1,87,0.09,5.2,"Ben Strauss is a Landscape Photographer/Digital Artist based out of Colorado. His unique, hyper-realistic processing style comes from the desire to convey experiences of the 3D world thru a 2D format.",,,,
https://opensea.io/collection/visithra-collection,Visithra Collection,0,0,---,0.00,,,,,
https://opensea.io/collection/bauhausblocks,Bauhaus Blocks,8.2K,2.1K,0.006,37.5,,,,,
https://opensea.io/collection/degenerative-art-official,DEGENERATIVE ART by JAKE,27,21,2.3,31.3,,,,,
https://opensea.io/collection/kongdotgameold,Kong Game - OLD,851,324,0.004,24.9,,,,,
https://opensea.io/collection/crypto-tatz,CRYPTO TATZ,25,41,0.1,1.3,,,,,
https://opensea.io/collection/lucclop,lucclop,4,4,---,0.07,"digital artist mixing with 3D models, digital painting and photographs",,,,
,This page is lost.,,,,,,,,,
https://opensea.io/collection/vicsm-s-beyond-reality-collection,VicSM's Beyond Reality Collection,6,2,---,0.05,"There is always something bigger, a more powerful force beyond the understanding allowed by our reality. In this collection, VicSM dives into the unknown with his eerie sci-fi take on power.",,,,
https://opensea.io/collection/butterflies-with-bbq-sauce,Butterflies with BBQ Sauce,29,13,0.015,0.36,,,,,
https://opensea.io/collection/fantasy-adventure,Fantasy Adventure,2,2,---,0.10,one of a kind cinemagraphs,,,,
https://opensea.io/collection/vermontography,Vermontography,12,4,---,0.35,AI rendered digital artwork created by a Vermont artist. This collection has a total of 12 pieces.,,,,
https://opensea.io/collection/dehorizonfun,DeHorizon,12.0K,2.3K,0.001,418,DeHorizon---Cutting a new decentralized horizon,,,,
https://opensea.io/collection/3d-masks,3D Masks,46,25,0.99,65.7,,,,,
https://opensea.io/collection/spacepepes,SpacePepes,100,56,9,163,11 SpacePepe's from the planet Serpo are on a Space Expedition from the star system Zeta Reticuli. They have made contact with Earth through Lieutenant Pepe to a group of anon artists and developers and have requested to be minted into NFTs and distributed to the public for awareness that extraterrestrial contact has been established. They have foretold of another 88 of their brothers and sisters that are on their way to Earth and 1 special surprise! 🌎,,,,
https://opensea.io/collection/cryptoraidersmusic,Crypto Raiders Music,15,9,14.89,35.1,,,,,
https://opensea.io/collection/marianamartinsart,The World of Mariana Martins,19,40,0.08,4.4,"Welcome to the world of Mariana's art. Here you will find ghouls, ghosts and fun animations",,,,
https://opensea.io/collection/airmailbyvinniehager,Air Mail by Vinnie Hager,4,742,0.05,31.1,,,,,
https://opensea.io/collection/ragingrhinos,RagingRhinos,5.0K,1.6K,0.005,85.6,"Raging Rhinos are a collection of 5,000 unique NFTs— unique digital collectibles living on the Ethereum blockchain. Your Raging Rhino acts as an essential part of interacting within our community through Discord and future games, airdrops, and other perks. Future areas and perks will be released over time.",,,,
https://opensea.io/collection/pxmythics-tomb,pxMythics TOMB,600,504,---,71.8,,,,,
https://opensea.io/collection/admixsomnium,Admix x Somnium Space billboards,15,5,---,125,"A new revenue stream for creators. Buy a billboard, place it on your land and profit from the advertising revenue.",,,,
https://opensea.io/collection/fashionableape,Fashionable Apes,4,230,0.05,209,,,,,
https://opensea.io/collection/orcz-official,ORCZ!,8.8K,2.9K,< 0.001,97.6,ORCZ is a collection of 8800 unique NFTs living on the Ethereum blockchain. Owners will be able to battle each other to win ETH from secondary sale royalties!,,,,
https://opensea.io/collection/closedcollection1,Older closed collection,3,3,---,0.20,This collection is closed,,,,
https://opensea.io/collection/chubbiverse-frens,Chubbiverse Frens,8.9K,2.5K,0.05,1.3K,,,,,
https://opensea.io/collection/dave-krugman,Dave Krugman,68,17,---,0.00,,,,,
https://opensea.io/collection/sinclair,Sinclair,121,11,0.35,0.00,,,,,
https://opensea.io/collection/star-cards,Star Cards,808,86,0.05,16.7,,,,,
https://opensea.io/collection/natural-warp-at-opensea,Natural Warp / OS,9,3,1,1.8,Psychedelic / Visionary - 2D/3D - 360° - AR/VR - #Cryptoartist,,,,
https://opensea.io/collection/kennyscharf,KennyScharf,190,35,0.99,0.00,"Kenny Scharf is one of the most renowned artists in the world. Arising from the blossoming street art scene in New York City in the 1980s, Kenny worked alongside artists such as Keith Haring, Jean-Michel Basquiat, and more.",,,,
